timestamp_s,pred_class,soft_err,cte_px,for_spd,turn_spd,delta_turn_spd,off_line_prob,off_line
26.484,left,-1.0,NaN,0.175,-0.4026,0.2853,0.0,0
26.516,left,-1.0,NaN,0.175,-0.3985,0.2437,0.0,0
26.564,left,-1.0,NaN,0.175,-0.3987,0.0096,0.0,0
26.597,left,-1.0,NaN,0.175,-0.3988,0.0091,0.0,0
26.628,left,-1.0,NaN,0.175,-0.399,0.0086,0.0,0
26.66,left,-1.0,NaN,0.175,-0.3992,0.012,0.0,0
26.693,left,-0.487,NaN,0.2648,1.0,83.9515,0.3968,0
26.727,off_line,0.0105,NaN,0.05,0.0,60.0,0.8835,1
26.757,off_line,0.0105,NaN,0.05,0.0,0.0,0.8835,1
26.789,off_line,0.0178,NaN,0.05,0.0,0.0,0.8202,1
26.821,off_line,0.0178,NaN,0.05,0.0,0.0,0.8202,1
26.853,off_line,0.0331,NaN,0.05,0.0,0.0,0.873,1
26.885,off_line,0.0283,NaN,0.05,0.0,0.0,0.8458,1
26.917,off_line,0.0283,NaN,0.05,0.0,0.0,0.8458,1
26.963,off_line,0.0307,NaN,0.05,0.0,0.0,0.8583,1
26.998,off_line,0.0325,NaN,0.05,0.0,0.0,0.8846,1
27.029,off_line,0.0325,NaN,0.05,0.0,0.0,0.8846,1
27.062,off_line,0.0519,NaN,0.05,0.0,0.0,0.8127,1
27.092,off_line,0.043,NaN,0.05,0.0,0.0,0.8377,1
27.127,off_line,0.043,NaN,0.05,0.0,0.0,0.8377,1
27.156,off_line,0.0457,NaN,0.05,0.0,0.0,0.8436,1
27.189,off_line,0.0511,NaN,0.05,0.0,0.0,0.8506,1
27.221,off_line,0.0511,NaN,0.05,0.0,0.0,0.8506,1
27.251,off_line,0.0551,NaN,0.05,0.0,0.0,0.849,1
27.316,off_line,0.0763,NaN,0.05,0.0,0.0,0.8261,1
27.364,off_line,0.0763,NaN,0.05,0.0,0.0,0.8261,1
27.396,off_line,0.0723,NaN,0.05,0.0,0.0,0.8348,1
27.428,off_line,0.0627,NaN,0.05,0.0,0.0,0.8512,1
27.461,off_line,0.0627,NaN,0.05,0.0,0.0,0.8512,1
27.493,off_line,0.0556,NaN,0.05,0.0,0.0,0.845,1
27.527,off_line,0.0523,NaN,0.05,0.0,0.0,0.8519,1
27.559,off_line,0.0453,NaN,0.05,0.0,0.0,0.8622,1
27.589,off_line,0.0453,NaN,0.05,0.0,0.0,0.8622,1
27.62,off_line,0.0506,NaN,0.05,0.0,0.0,0.8264,1
27.652,off_line,0.0545,NaN,0.05,0.0,0.0,0.8525,1
27.683,off_line,0.0499,NaN,0.05,0.0,0.0,0.8599,1
27.716,off_line,0.0499,NaN,0.05,0.0,0.0,0.8599,1
27.763,off_line,0.0639,NaN,0.05,0.0,0.0,0.8454,1
27.796,off_line,0.0523,NaN,0.05,0.0,0.0,0.8607,1
27.828,off_line,0.0523,NaN,0.05,0.0,0.0,0.8607,1
27.86,off_line,0.0516,NaN,0.05,0.0,0.0,0.8652,1
27.894,off_line,0.0582,NaN,0.05,0.0,0.0,0.8474,1
27.925,off_line,0.0453,NaN,0.05,0.0,0.0,0.8547,1
27.957,off_line,0.0453,NaN,0.05,0.0,0.0,0.8547,1
27.99,off_line,0.0563,NaN,0.05,0.0,0.0,0.85,1
28.022,off_line,0.0582,NaN,0.05,0.0,0.0,0.8557,1
28.054,off_line,0.0525,NaN,0.05,0.0,0.0,0.8568,1
28.085,off_line,0.0525,NaN,0.05,0.0,0.0,0.8568,1
28.117,off_line,0.0464,NaN,0.05,0.0,0.0,0.8782,1
28.163,off_line,0.0459,NaN,0.05,0.0,0.0,0.8738,1
28.197,off_line,0.0459,NaN,0.05,0.0,0.0,0.8738,1
28.229,off_line,0.0528,NaN,0.05,0.0,0.0,0.8509,1
28.26,off_line,0.0511,NaN,0.05,0.0,0.0,0.8465,1
28.294,off_line,0.0511,NaN,0.05,0.0,0.0,0.8465,1
28.325,off_line,0.0442,NaN,0.05,0.0,0.0,0.8211,1
28.356,off_line,0.0544,NaN,0.05,0.0,0.0,0.8151,1
28.39,off_line,0.0604,NaN,0.05,0.0,0.0,0.8371,1
28.422,off_line,0.0604,NaN,0.05,0.0,0.0,0.8371,1
28.453,off_line,0.0491,NaN,0.05,0.0,0.0,0.8464,1
28.484,off_line,0.0594,NaN,0.05,0.0,0.0,0.8294,1
28.516,off_line,0.054,NaN,0.05,0.0,0.0,0.8539,1
28.564,off_line,0.0496,NaN,0.05,0.0,0.0,0.8615,1
28.598,off_line,0.0413,NaN,0.05,0.0,0.0,0.8796,1
28.629,off_line,0.0413,NaN,0.05,0.0,0.0,0.8796,1
28.661,off_line,0.0501,NaN,0.05,0.0,0.0,0.8682,1
28.694,off_line,0.0469,NaN,0.05,0.0,0.0,0.8773,1
28.725,off_line,0.0469,NaN,0.05,0.0,0.0,0.8773,1
28.756,off_line,0.0471,NaN,0.05,0.0,0.0,0.8585,1
28.789,off_line,0.0492,NaN,0.05,0.0,0.0,0.8529,1
28.821,off_line,0.0492,NaN,0.05,0.0,0.0,0.8529,1
28.852,off_line,0.049,NaN,0.05,0.0,0.0,0.8438,1
28.884,off_line,0.0427,NaN,0.05,0.0,0.0,0.8392,1
28.916,off_line,0.0427,NaN,0.05,0.0,0.0,0.8392,1
28.963,off_line,0.0451,NaN,0.05,0.0,0.0,0.8586,1
29.027,off_line,0.0467,NaN,0.05,0.0,0.0,0.8447,1
29.061,off_line,0.0467,NaN,0.05,0.0,0.0,0.8447,1
29.093,off_line,0.0325,NaN,0.05,0.0,0.0,0.8877,1
29.125,off_line,0.0394,NaN,0.05,0.0,0.0,0.877,1
29.157,off_line,0.0394,NaN,0.05,0.0,0.0,0.877,1
29.189,off_line,0.0433,NaN,0.05,0.0,0.0,0.8835,1
29.221,off_line,0.0478,NaN,0.05,0.0,0.0,0.8834,1
29.252,off_line,0.0478,NaN,0.05,0.0,0.0,0.8834,1
29.284,off_line,0.0407,NaN,0.05,0.0,0.0,0.8776,1
29.316,off_line,0.0418,NaN,0.05,0.0,0.0,0.8804,1
29.363,off_line,0.0418,NaN,0.05,0.0,0.0,0.8804,1
29.396,off_line,0.0527,NaN,0.05,0.0,0.0,0.8423,1
29.428,off_line,0.0532,NaN,0.05,0.0,0.0,0.8411,1
29.46,off_line,0.0532,NaN,0.05,0.0,0.0,0.8411,1
29.494,off_line,0.0482,NaN,0.05,0.0,0.0,0.8486,1
29.525,off_line,0.0399,NaN,0.05,0.0,0.0,0.8738,1
29.557,off_line,0.0399,NaN,0.05,0.0,0.0,0.8738,1
29.59,off_line,0.0538,NaN,0.05,0.0,0.0,0.8633,1
29.62,off_line,0.0493,NaN,0.05,0.0,0.0,0.8731,1
29.653,off_line,0.0493,NaN,0.05,0.0,0.0,0.8731,1
29.685,off_line,0.0505,NaN,0.05,0.0,0.0,0.88,1
29.716,off_line,0.0518,NaN,0.05,0.0,0.0,0.8874,1
29.764,off_line,0.0518,NaN,0.05,0.0,0.0,0.8874,1
29.797,off_line,0.043,NaN,0.05,0.0,0.0,0.876,1
29.828,off_line,0.0528,NaN,0.05,0.0,0.0,0.8578,1
29.86,off_line,0.0528,NaN,0.05,0.0,0.0,0.8578,1
29.893,off_line,0.0483,NaN,0.05,0.0,0.0,0.8579,1
29.925,off_line,0.0566,NaN,0.05,0.0,0.0,0.8461,1
29.957,off_line,0.0522,NaN,0.05,0.0,0.0,0.8487,1
29.989,off_line,0.0569,NaN,0.05,0.0,0.0,0.844,1
30.02,off_line,0.0569,NaN,0.05,0.0,0.0,0.844,1
30.053,off_line,0.0542,NaN,0.05,0.0,0.0,0.8639,1
30.085,off_line,0.0529,NaN,0.05,0.0,0.0,0.8523,1
30.116,off_line,0.0529,NaN,0.05,0.0,0.0,0.8523,1
30.163,off_line,0.0609,NaN,0.05,0.0,0.0,0.8737,1
30.196,off_line,0.0609,NaN,0.05,0.0,0.0,0.8737,1
30.228,off_line,0.0459,NaN,0.05,0.0,0.0,0.8859,1
30.26,off_line,0.0554,NaN,0.05,0.0,0.0,0.8681,1
30.294,off_line,0.0522,NaN,0.05,0.0,0.0,0.876,1
30.326,off_line,0.0522,NaN,0.05,0.0,0.0,0.876,1
30.356,off_line,0.0513,NaN,0.05,0.0,0.0,0.8671,1
30.388,off_line,0.0532,NaN,0.05,0.0,0.0,0.864,1
30.421,off_line,0.056,NaN,0.05,0.0,0.0,0.8619,1
30.454,off_line,0.056,NaN,0.05,0.0,0.0,0.8619,1
30.486,off_line,0.0667,NaN,0.05,0.0,0.0,0.844,1
30.517,off_line,0.0606,NaN,0.05,0.0,0.0,0.8468,1
30.564,off_line,0.0637,NaN,0.05,0.0,0.0,0.8634,1
30.596,off_line,0.0637,NaN,0.05,0.0,0.0,0.8634,1
30.63,off_line,0.0623,NaN,0.05,0.0,0.0,0.861,1
30.692,off_line,0.0487,NaN,0.05,0.0,0.0,0.8719,1
30.725,off_line,0.0487,NaN,0.05,0.0,0.0,0.8719,1
30.758,off_line,0.061,NaN,0.05,0.0,0.0,0.8688,1
30.788,off_line,0.0593,NaN,0.05,0.0,0.0,0.8703,1
30.819,off_line,0.0534,NaN,0.05,0.0,0.0,0.8802,1
30.852,off_line,0.0534,NaN,0.05,0.0,0.0,0.8802,1
30.884,off_line,0.0458,NaN,0.05,0.0,0.0,0.8835,1
30.916,off_line,0.0561,NaN,0.05,0.0,0.0,0.8535,1
30.964,off_line,0.0561,NaN,0.05,0.0,0.0,0.8535,1
30.997,off_line,0.0747,NaN,0.05,0.0,0.0,0.8119,1
31.028,off_line,0.0562,NaN,0.05,0.0,0.0,0.8516,1
31.06,off_line,0.0562,NaN,0.05,0.0,0.0,0.8516,1
31.093,off_line,0.0619,NaN,0.05,0.0,0.0,0.8562,1
31.126,off_line,0.0653,NaN,0.05,0.0,0.0,0.8571,1
31.158,off_line,0.0653,NaN,0.05,0.0,0.0,0.8571,1
31.189,off_line,0.0602,NaN,0.05,0.0,0.0,0.8715,1
31.22,off_line,0.0498,NaN,0.05,0.0,0.0,0.8879,1
31.254,off_line,0.0551,NaN,0.05,0.0,0.0,0.8788,1
31.286,off_line,0.0551,NaN,0.05,0.0,0.0,0.8788,1
31.315,off_line,0.0488,NaN,0.05,0.0,0.0,0.886,1
31.363,off_line,0.0586,NaN,0.05,0.0,0.0,0.8663,1
31.396,off_line,0.0586,NaN,0.05,0.0,0.0,0.8663,1
31.429,off_line,0.0478,NaN,0.05,0.0,0.0,0.8662,1
31.461,off_line,0.0569,NaN,0.05,0.0,0.0,0.8563,1
31.493,off_line,0.0569,NaN,0.05,0.0,0.0,0.8563,1
31.527,off_line,0.07,NaN,0.05,0.0,0.0,0.8538,1
31.558,off_line,0.0787,NaN,0.05,0.0,0.0,0.8238,1
31.591,off_line,0.0787,NaN,0.05,0.0,0.0,0.8238,1
31.621,off_line,0.0844,NaN,0.05,0.0,0.0,0.8347,1
31.653,off_line,0.0675,NaN,0.05,0.0,0.0,0.8501,1
31.684,off_line,0.0675,NaN,0.05,0.0,0.0,0.8501,1
31.716,off_line,0.0647,NaN,0.05,0.0,0.0,0.8688,1
31.763,off_line,0.0556,NaN,0.05,0.0,0.0,0.8693,1
31.798,off_line,0.0556,NaN,0.05,0.0,0.0,0.8693,1
31.829,off_line,0.0602,NaN,0.05,0.0,0.0,0.8657,1
31.861,off_line,0.053,NaN,0.05,0.0,0.0,0.8824,1
31.894,off_line,0.0583,NaN,0.05,0.0,0.0,0.8624,1
31.924,off_line,0.061,NaN,0.05,0.0,0.0,0.8507,1
31.958,off_line,0.061,NaN,0.05,0.0,0.0,0.8507,1
31.988,off_line,0.0728,NaN,0.05,0.0,0.0,0.8293,1
32.021,off_line,0.077,NaN,0.05,0.0,0.0,0.827,1
32.052,off_line,0.0815,NaN,0.05,0.0,0.0,0.8337,1
32.084,off_line,0.0815,NaN,0.05,0.0,0.0,0.8337,1
32.116,off_line,0.0765,NaN,0.05,0.0,0.0,0.8472,1
32.164,off_line,0.0755,NaN,0.05,0.0,0.0,0.8363,1
32.196,off_line,0.0755,NaN,0.05,0.0,0.0,0.8363,1
32.229,off_line,0.0739,NaN,0.05,0.0,0.0,0.8634,1
32.261,off_line,0.0578,NaN,0.05,0.0,0.0,0.8721,1
32.293,off_line,0.0512,NaN,0.05,0.0,0.0,0.8883,1
32.326,off_line,0.0512,NaN,0.05,0.0,0.0,0.8883,1
32.357,off_line,0.0734,NaN,0.05,0.0,0.0,0.8603,1
32.419,off_line,0.058,NaN,0.05,0.0,0.0,0.881,1
32.452,off_line,0.058,NaN,0.05,0.0,0.0,0.881,1
32.484,off_line,0.0813,NaN,0.05,0.0,0.0,0.8309,1
32.518,off_line,0.0646,NaN,0.05,0.0,0.0,0.854,1
32.564,off_line,0.0646,NaN,0.05,0.0,0.0,0.854,1
32.596,off_line,0.0861,NaN,0.05,0.0,0.0,0.8105,1
32.628,off_line,0.0659,NaN,0.05,0.0,0.0,0.8563,1
32.661,off_line,0.0659,NaN,0.05,0.0,0.0,0.8563,1
32.692,off_line,0.0756,NaN,0.05,0.0,0.0,0.8406,1
32.724,off_line,0.0719,NaN,0.05,0.0,0.0,0.8397,1
32.757,off_line,0.0719,NaN,0.05,0.0,0.0,0.8397,1
32.789,off_line,0.0574,NaN,0.05,0.0,0.0,0.8702,1
32.82,off_line,0.0603,NaN,0.05,0.0,0.0,0.8796,1
32.852,off_line,0.0545,NaN,0.05,0.0,0.0,0.8838,1
32.886,off_line,0.0545,NaN,0.05,0.0,0.0,0.8838,1
32.918,off_line,0.0657,NaN,0.05,0.0,0.0,0.8647,1
32.963,off_line,0.0866,NaN,0.05,0.0,0.0,0.8399,1
32.997,off_line,0.0866,NaN,0.05,0.0,0.0,0.8399,1
33.03,off_line,0.0614,NaN,0.05,0.0,0.0,0.8671,1
33.061,off_line,0.0747,NaN,0.05,0.0,0.0,0.8471,1
33.093,off_line,0.0747,NaN,0.05,0.0,0.0,0.8471,1
33.125,off_line,0.1062,NaN,0.05,0.0,0.0,0.806,1
33.158,off_line,0.126,NaN,0.05,0.0,0.0,0.7736,1
33.188,off_line,0.126,NaN,0.05,0.0,0.0,0.7736,1
33.22,off_line,0.0889,NaN,0.05,0.0,0.0,0.815,1
33.253,off_line,0.0785,NaN,0.05,0.0,0.0,0.8491,1
33.285,off_line,0.0785,NaN,0.05,0.0,0.0,0.8491,1
33.316,off_line,0.0677,NaN,0.05,0.0,0.0,0.8582,1
33.363,off_line,0.0634,NaN,0.05,0.0,0.0,0.8724,1
33.396,off_line,0.0634,NaN,0.05,0.0,0.0,0.8724,1
33.43,off_line,0.087,NaN,0.05,0.0,0.0,0.8448,1
33.462,off_line,0.0801,NaN,0.05,0.0,0.0,0.8665,1
33.492,off_line,0.0801,NaN,0.05,0.0,0.0,0.8665,1
33.524,off_line,0.0873,NaN,0.05,0.0,0.0,0.8456,1
33.557,off_line,0.1074,NaN,0.05,0.0,0.0,0.8197,1
33.592,off_line,0.1096,NaN,0.05,0.0,0.0,0.795,1
33.62,off_line,0.1096,NaN,0.05,0.0,0.0,0.795,1
33.653,off_line,0.0847,NaN,0.05,0.0,0.0,0.841,1
33.684,off_line,0.0847,NaN,0.05,0.0,0.0,0.841,1
33.716,off_line,0.0862,NaN,0.05,0.0,0.0,0.8205,1
33.764,off_line,0.0911,NaN,0.05,0.0,0.0,0.8272,1
33.797,off_line,0.0717,NaN,0.05,0.0,0.0,0.8306,1
33.828,off_line,0.0717,NaN,0.05,0.0,0.0,0.8306,1
33.86,off_line,0.0681,NaN,0.05,0.0,0.0,0.8598,1
33.893,off_line,0.073,NaN,0.05,0.0,0.0,0.853,1
33.926,off_line,0.073,NaN,0.05,0.0,0.0,0.853,1
33.957,off_line,0.0712,NaN,0.05,0.0,0.0,0.8756,1
33.989,off_line,0.0844,NaN,0.05,0.0,0.0,0.8473,1
34.021,off_line,0.0844,NaN,0.05,0.0,0.0,0.8473,1
34.052,off_line,0.0768,NaN,0.05,0.0,0.0,0.8524,1
34.116,off_line,0.0892,NaN,0.05,0.0,0.0,0.833,1
34.164,off_line,0.0892,NaN,0.05,0.0,0.0,0.833,1
34.197,off_line,0.0835,NaN,0.05,0.0,0.0,0.8437,1
34.228,off_line,0.0814,NaN,0.05,0.0,0.0,0.8258,1
34.262,off_line,0.0814,NaN,0.05,0.0,0.0,0.8258,1
34.293,off_line,0.0921,NaN,0.05,0.0,0.0,0.8323,1
34.325,off_line,0.0899,NaN,0.05,0.0,0.0,0.8365,1
34.357,off_line,0.0899,NaN,0.05,0.0,0.0,0.8365,1
34.388,off_line,0.0902,NaN,0.05,0.0,0.0,0.8237,1
34.421,off_line,0.0951,NaN,0.05,0.0,0.0,0.8302,1
34.452,off_line,0.0951,NaN,0.05,0.0,0.0,0.8302,1
34.485,off_line,0.0863,NaN,0.05,0.0,0.0,0.8522,1
34.517,off_line,0.0693,NaN,0.05,0.0,0.0,0.8664,1
34.564,off_line,0.0693,NaN,0.05,0.0,0.0,0.8664,1
34.596,off_line,0.0698,NaN,0.05,0.0,0.0,0.8771,1
34.628,off_line,0.0706,NaN,0.05,0.0,0.0,0.8793,1
34.661,off_line,0.0706,NaN,0.05,0.0,0.0,0.8793,1
34.692,off_line,0.0892,NaN,0.05,0.0,0.0,0.8434,1
34.726,off_line,0.0877,NaN,0.05,0.0,0.0,0.8318,1
34.757,off_line,0.0877,NaN,0.05,0.0,0.0,0.8318,1
34.789,off_line,0.0945,NaN,0.05,0.0,0.0,0.8012,1
34.82,off_line,0.0953,NaN,0.05,0.0,0.0,0.8107,1
34.852,off_line,0.0953,NaN,0.05,0.0,0.0,0.8107,1
34.885,off_line,0.1053,NaN,0.05,0.0,0.0,0.7923,1
34.916,off_line,0.0748,NaN,0.05,0.0,0.0,0.8382,1
34.963,off_line,0.0748,NaN,0.05,0.0,0.0,0.8382,1
34.997,off_line,0.0593,NaN,0.05,0.0,0.0,0.8766,1
35.028,off_line,0.0693,NaN,0.05,0.0,0.0,0.8764,1
35.06,off_line,0.0693,NaN,0.05,0.0,0.0,0.8764,1
35.093,off_line,0.0637,NaN,0.05,0.0,0.0,0.8792,1
35.126,off_line,0.0642,NaN,0.05,0.0,0.0,0.8733,1
35.157,off_line,0.0642,NaN,0.05,0.0,0.0,0.8733,1
35.19,off_line,0.0727,NaN,0.05,0.0,0.0,0.849,1
35.22,off_line,0.0759,NaN,0.05,0.0,0.0,0.8465,1
35.252,off_line,0.0759,NaN,0.05,0.0,0.0,0.8465,1
35.283,off_line,0.076,NaN,0.05,0.0,0.0,0.8414,1
35.315,off_line,0.076,NaN,0.05,0.0,0.0,0.8414,1
35.364,off_line,0.1091,NaN,0.05,0.0,0.0,0.7842,1
35.397,off_line,0.0867,NaN,0.05,0.0,0.0,0.8228,1
35.428,off_line,0.0867,NaN,0.05,0.0,0.0,0.8228,1
35.462,off_line,0.08,NaN,0.05,0.0,0.0,0.8426,1
35.494,off_line,0.0673,NaN,0.05,0.0,0.0,0.8664,1
35.526,off_line,0.0673,NaN,0.05,0.0,0.0,0.8664,1
35.556,off_line,0.079,NaN,0.05,0.0,0.0,0.8552,1
35.589,off_line,0.0693,NaN,0.05,0.0,0.0,0.866,1
35.62,off_line,0.0693,NaN,0.05,0.0,0.0,0.866,1
35.653,off_line,0.0807,NaN,0.05,0.0,0.0,0.8421,1
35.684,off_line,0.0821,NaN,0.05,0.0,0.0,0.8273,1
35.715,off_line,0.0821,NaN,0.05,0.0,0.0,0.8273,1
35.764,off_line,0.082,NaN,0.05,0.0,0.0,0.8011,1
35.828,off_line,0.0943,NaN,0.05,0.0,0.0,0.8069,1
35.861,off_line,0.0943,NaN,0.05,0.0,0.0,0.8069,1
35.893,off_line,0.0979,NaN,0.05,0.0,0.0,0.806,1
35.925,off_line,0.108,NaN,0.05,0.0,0.0,0.7994,1
35.958,off_line,0.096,NaN,0.05,0.0,0.0,0.8108,1
35.989,off_line,0.096,NaN,0.05,0.0,0.0,0.8108,1
36.022,off_line,0.087,NaN,0.05,0.0,0.0,0.8282,1
36.053,off_line,0.0776,NaN,0.05,0.0,0.0,0.8561,1
36.085,off_line,0.0662,NaN,0.05,0.0,0.0,0.8716,1
36.116,off_line,0.0662,NaN,0.05,0.0,0.0,0.8716,1
36.163,off_line,0.0621,NaN,0.05,0.0,0.0,0.8854,1
36.196,off_line,0.0731,NaN,0.05,0.0,0.0,0.8619,1
36.23,off_line,0.0731,NaN,0.05,0.0,0.0,0.8619,1
36.261,off_line,0.0685,NaN,0.05,0.0,0.0,0.862,1
36.293,off_line,0.0499,NaN,0.05,0.0,0.0,0.8078,1
36.323,off_line,0.0499,NaN,0.05,0.0,0.0,0.8078,1
36.356,off_line,-0.1838,NaN,0.3178,-0.9557,57.3391,0.5397,0
36.389,right,0.2369,NaN,0.3085,1.0,117.3391,0.2208,0
36.421,right,0.2369,NaN,0.3085,0.0948,54.3121,0.2208,0
36.454,right,0.2638,NaN,0.3038,0.2348,8.4019,0.0566,0
36.486,right,0.2324,NaN,0.3093,-0.0574,17.5338,0.0275,0
36.516,right,0.2066,NaN,0.3139,-0.0414,0.9585,0.02,0
36.564,right,0.2066,NaN,0.3139,0.0828,7.4549,0.02,0
36.596,left,-0.0994,NaN,0.3326,-1.0,64.9695,0.0031,0
36.628,left,-0.4226,NaN,0.2761,-1.0,0.0,0.0015,0
36.661,left,-0.4226,NaN,0.2761,-0.169,49.8609,0.0015,0
36.694,right,0.0136,-144.94,0.3476,1.0,70.1391,0.0002,0
36.727,right,0.2306,-122.67,0.3097,1.0,0.0,0.0001,0
36.758,right,0.2325,-73.39,0.3093,0.1026,53.841,0.0001,0
36.789,right,0.2325,-73.39,0.3093,0.0932,0.5684,0.0001,0
36.82,left,-0.13,NaN,0.3272,-1.0,65.5906,0.0001,0
36.853,left,-0.019,NaN,0.3467,0.5256,91.5367,0.0,0
36.885,left,-0.019,NaN,0.3467,-0.0074,31.9836,0.0,0
36.917,right,0.1447,NaN,0.3247,0.8437,51.0673,0.0001,0
36.964,right,0.1095,NaN,0.3308,-0.1249,58.1116,0.0001,0
36.996,right,0.0296,123.85,0.3448,-0.3716,14.8067,0.0003,0
37.028,right,0.2277,NaN,0.3102,1.0,82.2979,0.0003,0
37.06,right,0.5487,NaN,0.254,1.0,0.0,0.0003,0
37.093,right,0.5487,NaN,0.254,0.2199,46.8083,0.0003,0
37.127,right,0.6223,NaN,0.2411,0.6031,22.9925,0.0002,0
37.157,right,0.824,NaN,0.2058,1.0,23.8158,0.0008,0
37.188,right,0.824,NaN,0.2058,0.3304,40.1783,0.0008,0
37.221,right,0.7459,NaN,0.2195,-0.0757,24.3608,0.0293,0
37.252,right,0.5516,NaN,0.2535,-0.711,38.1181,0.3961,0
37.287,right,0.5516,NaN,0.2535,0.2217,55.9601,0.3961,0
37.316,off_line,0.0948,NaN,0.05,0.0,13.3029,0.8179,1
37.364,off_line,0.0664,NaN,0.05,0.0,0.0,0.7937,1
37.396,off_line,0.0664,NaN,0.05,0.0,0.0,0.7937,1
37.429,off_line,0.0586,NaN,0.05,0.0,0.0,0.8484,1
37.46,off_line,0.0713,NaN,0.05,0.0,0.0,0.8006,1
37.523,off_line,0.0713,NaN,0.05,0.0,0.0,0.8006,1
37.556,off_line,0.0459,NaN,0.05,0.0,0.0,0.8258,1
37.589,off_line,0.033,NaN,0.05,0.0,0.0,0.8938,1
37.621,off_line,0.0491,NaN,0.05,0.0,0.0,0.8484,1
37.652,off_line,0.0491,NaN,0.05,0.0,0.0,0.8484,1
37.685,off_line,0.055,NaN,0.05,0.0,0.0,0.7779,1
37.716,off_line,0.041,NaN,0.05,0.0,0.0,0.8092,1
37.764,off_line,0.041,NaN,0.05,0.0,0.0,0.8092,1
37.799,off_line,0.0212,NaN,0.05,0.0,0.0,0.8904,1
37.827,off_line,0.0218,NaN,0.05,0.0,0.0,0.8919,1
37.861,off_line,0.0218,NaN,0.05,0.0,0.0,0.8919,1
37.892,off_line,0.0275,NaN,0.05,0.0,0.0,0.8816,1
37.927,off_line,0.0288,NaN,0.05,0.0,0.0,0.8559,1
37.96,off_line,0.0281,NaN,0.05,0.0,0.0,0.8583,1
37.989,off_line,0.0281,NaN,0.05,0.0,0.0,0.8583,1
38.02,off_line,0.0226,NaN,0.05,0.0,0.0,0.8732,1
38.053,off_line,0.0264,NaN,0.05,0.0,0.0,0.8201,1
38.086,off_line,0.0264,NaN,0.05,0.0,0.0,0.8201,1
38.116,off_line,0.0214,NaN,0.05,0.0,0.0,0.8339,1
38.164,off_line,0.0239,NaN,0.05,0.0,0.0,0.8334,1
38.197,off_line,0.0239,NaN,0.05,0.0,0.0,0.8334,1
38.229,off_line,0.0221,NaN,0.05,0.0,0.0,0.8573,1
38.26,off_line,0.0233,NaN,0.05,0.0,0.0,0.8316,1
38.294,off_line,0.0233,NaN,0.05,0.0,0.0,0.8316,1
38.325,off_line,0.013,NaN,0.05,0.0,0.0,0.8727,1
38.358,off_line,0.0131,NaN,0.05,0.0,0.0,0.8861,1
38.389,off_line,0.0131,NaN,0.05,0.0,0.0,0.8861,1
38.42,off_line,0.0099,NaN,0.05,0.0,0.0,0.8905,1
38.453,off_line,0.0131,NaN,0.05,0.0,0.0,0.9046,1
38.485,off_line,0.0131,NaN,0.05,0.0,0.0,0.9046,1
38.516,off_line,0.0114,NaN,0.05,0.0,0.0,0.8865,1
38.563,off_line,0.0103,NaN,0.05,0.0,0.0,0.8966,1
38.597,off_line,0.0127,NaN,0.05,0.0,0.0,0.8673,1
38.629,off_line,0.0127,NaN,0.05,0.0,0.0,0.8673,1
38.662,off_line,0.0132,NaN,0.05,0.0,0.0,0.8576,1
38.693,off_line,0.0132,NaN,0.05,0.0,0.0,0.8576,1
38.726,off_line,0.019,NaN,0.05,0.0,0.0,0.8039,1
38.757,off_line,0.0141,NaN,0.05,0.0,0.0,0.8337,1
38.789,off_line,0.0137,NaN,0.05,0.0,0.0,0.8464,1
38.82,off_line,0.0145,NaN,0.05,0.0,0.0,0.8327,1
38.854,off_line,0.0129,NaN,0.05,0.0,0.0,0.8127,1
38.885,off_line,0.0129,NaN,0.05,0.0,0.0,0.8127,1
38.916,off_line,0.0176,NaN,0.05,0.0,0.0,0.8086,1
38.963,off_line,0.0176,NaN,0.05,0.0,0.0,0.8388,1
38.996,off_line,0.0176,NaN,0.05,0.0,0.0,0.8388,1
39.028,off_line,0.0222,NaN,0.05,0.0,0.0,0.8679,1
39.06,off_line,0.022,NaN,0.05,0.0,0.0,0.8656,1
39.094,off_line,0.022,NaN,0.05,0.0,0.0,0.8656,1
39.125,off_line,0.0321,NaN,0.05,0.0,0.0,0.8661,1
39.157,off_line,0.0339,NaN,0.05,0.0,0.0,0.8599,1
39.219,off_line,0.0339,NaN,0.05,0.0,0.0,0.8599,1
39.252,off_line,0.0312,NaN,0.05,0.0,0.0,0.8706,1
39.285,off_line,0.0306,NaN,0.05,0.0,0.0,0.8789,1
39.316,off_line,0.0362,NaN,0.05,0.0,0.0,0.8773,1
39.363,off_line,0.0362,NaN,0.05,0.0,0.0,0.8773,1
39.398,off_line,0.0445,NaN,0.05,0.0,0.0,0.8605,1
39.427,off_line,0.0434,NaN,0.05,0.0,0.0,0.8518,1
39.461,off_line,0.0434,NaN,0.05,0.0,0.0,0.8518,1
39.493,off_line,0.0374,NaN,0.05,0.0,0.0,0.8634,1
39.526,off_line,0.0368,NaN,0.05,0.0,0.0,0.8755,1
39.556,off_line,0.0368,NaN,0.05,0.0,0.0,0.8755,1
39.589,off_line,0.028,NaN,0.05,0.0,0.0,0.8942,1
39.621,off_line,0.0254,NaN,0.05,0.0,0.0,0.8963,1
39.652,off_line,0.0254,NaN,0.05,0.0,0.0,0.8963,1
